,bathrooms,bedrooms,has_photo,price,square_feet,address,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,noamenities,Cats,"Cats,Dogs",Dogs,petsunknown
3079,1.0,1.0,1,1240,681,addressunknown,Hyattsville,MD,38.954,-76.8968,RentDigs.com,1568757264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3080,1.0,1.0,1,1175,681,addressunknown,Hyattsville,MD,38.954,-76.8968,RentDigs.com,1568757319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3081,1.0,1.0,1,1175,681,addressunknown,Hyattsville,MD,38.954,-76.8968,RentDigs.com,1568757656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3082,1.0,1.0,1,1005,681,9801 Stonelake Boulevard,Austin,TX,30.3054,-97.7497,RentLingo,1577359833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3083,1.0,1.0,1,858,681,6400 The Divide Parkway,Little Rock,AR,34.7264,-92.348,RentLingo,1577358295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3084,1.0,1.0,1,2329,682,addressunknown,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1568778254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3085,1.0,1.0,1,1675,682,16350 S Harbor Blvd,Fountain Valley,CA,33.7166,-117.9446,RentLingo,1577358690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3086,1.0,1.0,1,1645,682,1311 South Highland Ave,Fullerton,CA,33.8813,-117.9263,RentLingo,1577015721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3087,1.0,1.0,1,1615,682,315 North Associated Rd,Brea,CA,33.9299,-117.8849,RentLingo,1577358422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3088,1.0,1.0,1,1414,682,addressunknown,Dallas,TX,32.8004,-96.7887,RentDigs.com,1568745512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3089,1.0,1.0,1,1205,682,addressunknown,Lakewood,CO,39.7436,-105.063,RentDigs.com,1568745349,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3090,1.0,1.0,1,1190,682,7777 Katy Freeway,Houston,TX,29.7714,-95.4343,RentLingo,1577358281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3091,1.0,1.0,1,1180,682,7700 Capitol Of TX Highway,Austin,TX,30.3054,-97.7497,RentLingo,1577359822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3092,1.0,1.0,1,1165,682,1840 Rinehart Road,Sanford,FL,28.7831,-81.2874,RentLingo,1577014907,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3093,1.0,1.0,1,1075,682,1330 E Chicago Avenue,Naperville,IL,41.7537,-88.1558,RentLingo,1577360464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3094,1.0,1.0,1,635,682,3211 SW Twilight Court,Topeka,KS,39.0375,-95.7052,RentLingo,1577360334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3095,1.0,1.0,1,415,682,358 Ridge Ave,New Kensington,PA,40.5755,-79.7224,RentLingo,1575637656,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3096,1.0,1.0,1,1450,683,15001 Potomac Heights Place,Woodbridge,VA,38.6487,-77.3152,RentLingo,1577358569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3097,1.0,1.0,1,1180,683,9520 Spectrum Drive,Austin,TX,30.3054,-97.7497,RentLingo,1577359677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3098,1.0,1.0,1,1130,683,addressunknown,Temple Hills,MD,38.8168,-76.9368,RentDigs.com,1568754602,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3099,1.0,1.0,1,1100,683,2101 Corona Road,Columbia,MO,38.9401,-92.3167,RentLingo,1577358988,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3100,1.0,1.0,1,1015,683,10800 Lakeline Boulevard,Austin,TX,30.3054,-97.7497,RentLingo,1577359688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3101,1.0,1.0,1,928,683,13590 Earnshaw St,Overland Park,KS,38.9259,-94.6916,RentLingo,1577359950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3102,1.0,1.0,1,785,683,3402 Orchard Ln #103,Carbon Cliff,IL,41.4954,-90.3928,RentLingo,1577359115,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3103,1.0,2.0,1,1450,684,2 Trail Run,Vernon,CT,41.8481,-72.4642,RentLingo,1577359099,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3104,1.0,1.0,1,1299,684,8301 Ashford Blvd,Laurel,MD,39.0976,-76.8614,RentLingo,1577358559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3105,1.0,1.0,1,1240,684,12408 Dessau Road,Austin,TX,30.3054,-97.7497,RentLingo,1577359640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3106,1.0,1.0,1,939,684,addressunknown,Arlington,TX,32.6548,-97.1587,RentDigs.com,1568775197,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
3107,1.0,2.0,1,2720,685,addressunknown,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1568777152,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
3108,1.0,1.0,1,2465,685,6201 Hollywood Boulevard,Los Angeles,CA,34.0372,-118.2972,RentLingo,1577358425,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3109,1.0,1.0,1,1987,685,1531 N St,Sacramento,CA,38.5587,-121.432,RentLingo,1577359120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3110,1.0,1.0,1,1735,685,3520 27th Place W,Seattle,WA,47.616,-122.3275,RentLingo,1577358501,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3111,1.0,1.0,1,1695,685,797 N Wall St,Columbus,OH,39.9974,-82.9829,RentLingo,1577016852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3112,1.0,1.0,1,1650,685,14960 Sherman Way,Van Nuys,CA,34.1913,-118.4575,RentLingo,1577360115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3113,1.0,0.0,1,1489,685,3833 Cummins St,Houston,TX,29.7714,-95.4343,RentLingo,1577358258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3114,1.0,1.0,1,1399,685,11311 19th Avenue SE,Everett,WA,47.9338,-122.2052,RentLingo,1577359244,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
3115,1.0,2.0,1,1395,685,2797 Wewatta Way,Denver,CO,39.736,-104.9819,RentLingo,1577359202,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
3116,1.0,1.0,1,1360,685,4560 West Mineral Ave,Littleton,CO,39.5816,-105.0387,RentLingo,1577015007,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3117,1.0,1.0,1,1180,685,2600 Cole Avenue,Dallas,TX,32.8212,-96.7853,RentLingo,1577358586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3118,1.0,2.0,1,1150,685,3346 3350 Gillham Rd,Kansas City,MO,39.0744,-94.5521,RentLingo,1577015091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3119,1.0,1.0,1,1099,685,320 S Grant St,West Lafayette,IN,40.4969,-86.9659,RentLingo,1577358852,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3120,1.0,1.0,1,1050,685,435 East 200 South,Salt Lake City,UT,40.7061,-111.9048,RentLingo,1577359570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3121,1.0,1.0,1,1050,685,addressunknown,Colorado Springs,CO,38.9148,-104.7713,RentDigs.com,1568772913,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3122,1.0,1.0,1,1050,685,addressunknown,Colorado Springs,CO,38.9148,-104.7713,RentDigs.com,1568772923,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3123,1.0,1.0,1,998,685,12330 Vance Jackson,San Antonio,TX,29.4624,-98.5253,RentLingo,1577014930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3124,1.0,1.0,1,905,685,3196 Mount Zion Road,Stockbridge,GA,33.5571,-84.2167,RentLingo,1577360555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3125,1.0,1.0,1,895,685,1217 Eastgate Dr SE,Rochester,MN,44.0346,-92.468,RentLingo,1577358861,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3126,1.0,1.0,1,850,685,2004 Sierra Commons Road,Dickinson,ND,46.882,-102.7862,RentLingo,1577360146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3127,1.0,1.0,1,775,685,10526 Fort Plaza,Omaha,NE,41.2562,-96.0404,RentLingo,1577360423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3128,1.0,1.0,1,671,685,1010 Highway 87 South,Orange,TX,30.1213,-93.7711,RentLingo,1577358623,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3129,1.0,1.0,1,1575,686,addressunknown,Hanover,MD,39.1649,-76.7156,RealRentals,1577305101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3130,1.0,1.0,1,1324,686,1101 E Hyde Park Blvd,Chicago,IL,41.8625,-87.6825,RentLingo,1577358292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3131,1.0,2.0,1,1240,686,addressunknown,Denver,CO,39.6847,-104.9263,RentDigs.com,1568748446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3132,1.0,1.0,1,1185,686,8600 Hwy 71 West,Austin,TX,30.3054,-97.7497,RentLingo,1577359828,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3133,1.0,1.0,1,1120,686,1100 Kenney Fort Boulevard,Round Rock,TX,30.5118,-97.6873,RentLingo,1577359797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3134,1.0,1.0,1,1020,686,addressunknown,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,1568775950,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3135,1.0,1.0,1,805,686,13801 Napoli Drive,Houston,TX,29.7714,-95.4343,RentLingo,1577358288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3136,1.0,1.0,1,627,686,2755 Merlin Lake Dr,Indianapolis,IN,39.7953,-86.1387,RentLingo,1577358652,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3137,1.0,1.0,1,1470,687,260 5th St E,Saint Paul,MN,44.9405,-93.1027,RentLingo,1577359289,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3138,1.0,1.0,1,1430,687,13940 Longwood Manor Court,Woodbridge,VA,38.6487,-77.3152,RentLingo,1577358568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3139,1.0,1.0,1,1390,687,2615 Inwood Road Unit 687,Dallas,TX,32.8212,-96.7853,RentLingo,1577359710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3140,1.0,1.0,1,1345,687,5401-A Claymont Dr,Alexandria,VA,38.7999,-77.1072,RentLingo,1577358554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3141,1.0,1.0,1,1017,687,addressunknown,Raleigh,NC,35.8455,-78.3386,RentDigs.com,1568768716,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
3142,1.0,1.0,1,1005,687,11340 Alamo Ranch Parkway,San Antonio,TX,29.4624,-98.5253,RentLingo,1577014961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3143,1.0,1.0,1,949,687,1155 E 200 S,Salt Lake City,UT,40.7061,-111.9048,RentLingo,1577359983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3144,1.0,1.0,1,2420,688,5826 Harold Way,Los Angeles,CA,34.0372,-118.2972,RentLingo,1577359661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3145,1.0,1.0,1,1345,688,900 Singleton Boulevard Unit 688,Dallas,TX,32.8212,-96.7853,RentLingo,1577359714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3146,1.0,1.0,1,1319,688,6000 42nd Ave,Hyattsville,MD,38.9633,-76.9375,RentLingo,1577015310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3147,1.0,1.0,1,1196,688,2625 Empire Dr,Richardson,TX,32.9631,-96.7212,RentLingo,1577358582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3148,1.0,1.0,1,1179,688,addressunknown,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,1568774347,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3149,1.0,1.0,1,1179,688,addressunknown,Colorado Springs,CO,39.0459,-104.8179,RentDigs.com,1568774078,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3150,1.0,1.0,1,1095,688,345 Buckland Hills Dr,Manchester,CT,41.8096,-72.5411,RentLingo,1577358458,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
3151,1.0,1.0,1,1050,688,addressunknown,Austin,TX,30.3054,-97.7497,RentLingo,1576667647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3152,1.0,1.0,1,1020,688,addressunknown,Presto,PA,40.3783,-80.1221,RentDigs.com,1568779610,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3153,1.0,1.0,1,938,688,1048 Flat Shoals Rd,College Park,GA,33.6194,-84.4886,RentLingo,1577358529,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
3154,1.0,1.0,1,930,688,2666 S Decatur Boulevard,Las Vegas,NV,36.1554,-115.1733,RentLingo,1577358656,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3155,1.0,1.0,1,829,688,199 Belmont-MT Holly Road,Belmont,NC,35.2418,-81.0401,RentLingo,1577016896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3156,1.0,1.0,1,2750,689,addressunknown,Jersey City,NJ,40.722,-74.0644,RentDigs.com,1568780106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3157,1.0,1.0,1,2450,689,28 Austin St,Newton,MA,42.3426,-71.1985,RentLingo,1577358462,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3158,1.0,1.0,1,2117,689,addressunknown,Bellevue,WA,47.6156,-122.2109,RentDigs.com,1568766810,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3159,1.0,1.0,1,1820,689,9860 Fairfax Square,Fairfax,VA,38.8488,-77.3296,RentLingo,1577358556,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3160,1.0,1.0,1,1762,689,addressunknown,Kent,WA,47.3907,-122.2626,RentDigs.com,1568773922,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
3161,1.0,1.0,1,1749,689,addressunknown,Derwood,MD,39.145,-77.1376,RentDigs.com,1568763088,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3162,1.0,1.0,1,1679,689,addressunknown,Derwood,MD,39.145,-77.1376,RentDigs.com,1568763047,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3163,1.0,1.0,1,1670,689,13543 Greenwood Avenue N,Seattle,WA,47.616,-122.3275,RentLingo,1577015294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3164,1.0,1.0,1,1258,689,1600 Santavy St,Baytown,TX,29.7864,-94.9631,RentLingo,1577358570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3165,1.0,1.0,1,1080,689,1011 Wonderworld Drive,San Marcos,TX,29.8831,-97.945,RentLingo,1577015014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3166,1.0,1.0,1,962,689,12800 Turtle Rock Rd,Austin,TX,30.3054,-97.7497,RentLingo,1577359754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3167,1.0,1.0,1,927,689,8000 John Davis Dr,Frankfort,KY,38.2006,-84.9469,RentLingo,1577358627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3168,1.0,1.0,1,925,689,1420 N Meridian Road,Tallahassee,FL,30.4601,-84.2714,RentLingo,1577359109,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3169,1.0,1.0,1,875,689,647 S Main Avenue,Sioux Falls,SD,43.5329,-96.7265,RentLingo,1577016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3170,1.0,1.0,1,2200,690,2221 S Clark St,Arlington,VA,38.8738,-77.1055,RentLingo,1577017173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3171,1.0,1.0,1,2095,690,1724 Butler Avenue,Los Angeles,CA,34.0372,-118.2972,RentLingo,1577359492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3172,1.0,1.0,1,1839,690,54 Rainey St,Austin,TX,30.3054,-97.7497,RentLingo,1577016113,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3173,1.0,1.0,1,1322,690,3009 Northeast Overlook Dr,Hillsboro,OR,45.5223,-122.9416,RentLingo,1577358677,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3174,1.0,1.0,1,1295,690,1910 N Water St,Milwaukee,WI,43.0531,-87.9659,RentLingo,1577358432,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3175,1.0,1.0,1,1240,690,1701 E Debbie Ln,Mansfield,TX,32.5807,-97.138,RentLingo,1577358418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3176,1.0,1.0,1,1200,690,13945 S Beavercreek,Oregon City,OR,45.3402,-122.5586,RentLingo,1577015936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3177,1.0,1.0,1,1010,690,4906 Wurzbach Parkway,San Antonio,TX,29.4624,-98.5253,RentLingo,1577014918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3178,1.0,1.0,1,1000,690,11908 Anderson Mill Rd,Austin,TX,30.3054,-97.7497,RentLingo,1577359537,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
3179,1.0,3.0,1,965,690,15835 Foothill Farms Loop,Pflugerville,TX,30.4433,-97.6282,RentLingo,1577359713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3180,1.0,1.0,1,950,690,500 South St,Lafayette,IN,40.3613,-86.9005,RentLingo,1577358843,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3181,1.0,1.0,1,895,690,33 Lynn Batts,San Antonio,TX,29.4624,-98.5253,RentLingo,1577359125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3182,1.0,1.0,1,879,690,7247 Cameron Rd,Austin,TX,30.3054,-97.7497,RentLingo,1577359646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3183,1.0,1.0,1,850,690,9100 Commerce Dr,De Soto,KS,38.9679,-94.9654,RentLingo,1577360322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3184,1.0,1.0,1,825,690,2002 San Sebastian Court,Houston,TX,29.7714,-95.4343,RentLingo,1577015333,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3185,1.0,2.0,1,814,690,addressunknown,Arlington,TX,32.722,-97.083,RentDigs.com,1568772228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3186,1.0,1.0,1,800,690,2626 Thousand Oaks,San Antonio,TX,29.4624,-98.5253,RentLingo,1577014938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3187,1.0,1.0,1,750,690,418 Hampton Ln,Youngsville,NC,36.0249,-78.4646,RentLingo,1577358404,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3188,1.0,1.0,1,715,690,2614 North University Dr,Nacogdoches,TX,31.5887,-94.5735,RentLingo,1577360279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3189,1.0,1.0,1,698,690,321 E 14th St,Bloomington,IN,39.1471,-86.5136,RentLingo,1577359047,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3190,1.0,2.0,1,545,690,3039 S Ridgecrest Avenue,Springfield,MO,37.1892,-93.2908,RentLingo,1577359021,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
